"Time [us]","re(SP(DSi1)) [mV]","re(SP(DSi2)) [mV]","re(SP(DSi3)) [mV]","re(SP(DSi4)) [mV]","re(SP(DSq1)) [mV]","re(SP(DSq2)) [mV]","re(SP(DSq3)) [mV]","re(SP(DSq4)) [mV]"
0,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.125,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.25,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.375,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.5,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.625,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.75,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
0.875,-13.374061320094,-9.8616937140981,4.66267449312486,32.8950060263638,12.0821955932526,-7.74674178650309,-37.4267110437528,-26.080191058647
1,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.125,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.25,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.375,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.5,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.625,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.75,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
1.875,12.2973007744413,-7.94513799315332,-38.2240973849923,-26.4043683761388,13.6884055115701,9.95902403701107,-5.30828597001419,-33.9497224646438
2,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.125,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.25,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.375,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.5,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.625,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.75,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
2.875,13.7192788984657,9.94782782575351,-5.39886038585022,-34.0218233630755,-12.2812115221359,7.96191537798424,38.2110386038301,26.336581360258
3,-12.2628802472582,7.95743989437878,38.1605514052428,26.2908734884595,-13.7134710942229,-9.93762244694552,5.40051049761987,33.9919013794245
