"d_phi_p [deg]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
17,72,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,80,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,88,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,96,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,104,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,112,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,120,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,128,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
17,136,-19.7765420714516,25.343257742501,27.4518370793548,-22.7580312120702,23.959824362196,-30.495538011664,6.67814272151173,49.4005053330206
18,0,-21.543837959249,24.689294837297,29.5270834678741,-20.5055439255259,24.4967862635907,-34.5901175427033,6.44058334785759,50.4921051400635
18,8,-21.5448840772248,24.6907424288183,29.5281409758091,-20.5068146324427,24.4978162224976,-34.5917817165691,6.44097749614767,50.4945305068096
18,16,-21.5456259764824,24.6917689979443,29.5288909602947,-20.5077156971042,24.4985466441587,-34.5929619747368,6.44125697394647,50.4962505307107
18,24,-21.5463696827889,24.6927980240207,29.5296427778296,-20.5086188637718,24.4992788302416,-34.594145139495,6.4415370914431,50.4979747204078
18,32,-21.5474245257951,24.6942574785106,29.5307091363346,-20.5098997198656,24.5003173083622,-34.5958233473461,6.44193432840372,50.5004202009981
18,40,-21.549986017103,24.6978011307044,29.5332986441723,-20.5130092670374,24.5028389392497,-34.5998988326382,6.44289860180012,50.5063584025252
18,48,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,56,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,64,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,72,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,80,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,88,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,96,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,104,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,112,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,120,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,128,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
18,136,-21.1477808216322,24.145082067857,29.130625246228,-20.0304897210759,24.1148014812503,-33.9663630446109,6.29359742721033,49.5880067865961
19,0,-23.0800610446209,23.0741692366123,31.2355049077211,-18.0379933139079,24.7148951750862,-37.9072559221674,5.95290910136888,50.387567588985
19,8,-23.0811675368092,23.0755523686767,31.2366525115671,-18.0391144564596,24.7159301721681,-37.9091066408781,5.95329191621691,50.390010512676
19,16,-23.0819522532752,23.0765332170475,31.2374663788957,-18.0399094645411,24.7166641688487,-37.9104191940831,5.95356335925707,50.3917429807958
19,24,-23.0827388812938,23.0775164055302,31.2382822244545,-18.0407063274382,24.7173999403106,-37.9117349751089,5.95383542478486,50.3934796391631
19,32,-23.0838546030912,23.0789108364275,31.2394393798514,-18.041836425649,24.7184435066253,-37.9136012788112,5.95422124520708,50.3959427947584
19,40,-23.0865639290918,23.0822965449809,31.2422492840531,-18.0445799782125,24.7209775071115,-37.9181335118526,5.9551578153903,50.4019238677407
19,48,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,56,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,64,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,72,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,80,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,88,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,96,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,104,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,112,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,120,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,128,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
19,136,-22.6613016302442,22.5541399055394,30.8063342196838,-17.6177975046458,24.3310226927318,-37.2133339284185,5.80960754017724,49.477030053642
20,0,-24.5778034122135,21.1466764231774,32.9278831529995,-15.8302110569661,25.0137542142768,-41.0762360534591,5.32283549881709,50.2990988533467
20,8,-24.5789668617195,21.1479790135343,32.9291199678532,-15.8311965185151,25.014796001462,-41.0782734469824,5.32319888061488,50.3015642061472
20,16,-24.5797919723785,21.1489027364636,32.9299970913345,-15.8318953159652,25.0155348164975,-41.0797183851364,5.32345654583103,50.3033125734835
20,24,-24.5806190933764,21.1498286554936,32.9308763374299,-15.8325957449961,25.0162754204345,-41.0811668706786,5.32371480326627,50.3050651636799
20,32,-24.5817922494649,21.1511418493499,32.9321234009681,-15.8335890843537,25.0173258450306,-41.0832213921716,5.32408104449209,50.3075509058486
20,40,-24.5846410473652,21.1543302479569,32.9351515494701,-15.8360006361518,25.0198765195694,-41.0882106533217,5.32497009773044,50.3135867749953
20,48,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,56,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,64,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,72,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,80,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,88,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,96,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,104,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,112,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,120,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,128,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
20,136,-24.1375990245602,20.6568034515095,32.466223467434,-15.4596489137845,24.6272450638739,-40.3122561072969,5.18616011321195,49.3803693204495
21,0,-25.9840468035115,18.7847112507946,34.5210202339349,-13.5451520072495,25.3396865812916,-43.9841551961948,4.52275853077449,50.0586011661751
21,8,-25.98526416651,18.7859010120621,34.5223423993716,-13.5459868843013,25.3407327180066,-43.9863673637555,4.52309612071465,50.0610762173258
21,16,-25.986127511873,18.7867447145842,34.5232800415301,-13.5465789044236,25.3414746213435,-43.9879362471685,4.52333549905611,50.0628314576177
21,24,-25.9869929604104,18.787590415936,34.5242199442769,-13.5471723094466,25.3422183241408,-43.9895089771906,4.52357542883886,50.0645909333113
21,32,-25.9882204782313,18.7887898282123,34.5255530245822,-13.5480138732542,25.3432731492476,-43.9917397174587,4.52391568131835,50.0670864343847
21,40,-25.9912012811097,18.7917019094255,34.5287899700576,-13.5500569781898,25.3458345350489,-43.9971568710642,4.52474165715599,50.0731459660756
21,48,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,56,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,64,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,72,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,80,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,88,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,96,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,104,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,112,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,120,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,128,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
21,136,-25.5236244623663,18.3368749355837,34.0282695656873,-13.2296019849516,24.9513757129706,-43.1544579216863,4.39506046191564,49.1361981988133
22,0,-28.4175198175002,16.1485326213261,36.1856969383621,-11.4727067403025,24.7228759874286,-46.3128641029166,3.5157271774519,49.5549034540274
22,8,-28.4191814008783,16.1496122905112,36.1871190250068,-11.4733977096543,24.7239703843671,-46.315211120149,3.51600522454079,49.5573604916835
22,16,-28.4203596241009,16.1503779135905,36.1881275068431,-11.4738876940088,24.7247466554888,-46.316875641958,3.51620239171065,49.5591029588648
22,24,-28.4215405843764,16.1511453428767,36.1891384020842,-11.4743788334722,24.7255249279531,-46.318544246653,3.51640002097141,49.5608496319393
22,32,-28.4232153831463,16.1522337330236,36.1905721414454,-11.4750753800705,24.7266289880438,-46.3209109774159,3.51668029918696,49.5633269770411
22,40,-28.4272812140064,16.1548761971025,36.1940533540176,-11.4767664940376,24.7293109205617,-46.3266583868678,3.5173607510865,49.5693424336679
22,48,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,56,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,64,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,72,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,80,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,88,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,96,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,104,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,112,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,120,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,128,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
22,136,-27.8040531529975,15.7418025171628,35.657333318528,-11.2092404243053,24.3047639822099,-45.431716125851,3.40860246139057,48.6386137189309
23,0,-29.8424702752846,13.1899990263354,37.4306136976074,-8.80932900245718,25.2966426546628,-48.1847939839339,2.27483327402617,48.7554232205531
23,8,-29.8441671797879,13.1909370193703,37.4320903090575,-8.80962943442912,25.2978059784962,-48.1872376385775,2.27505909565071,48.7575974983736
23,16,-29.8453704660364,13.1916021698811,37.4331374481074,-8.80984254976066,25.298631113442,-48.1889707002242,2.27521923645568,48.7591393697643
23,24,-29.8465765616267,13.1922688844711,37.4341870852478,-8.81005622674386,25.2994583532473,-48.1907080161022,2.27537975878669,48.7606849046956
23,32,-29.8482870305568,13.1932144293961,37.4356757583054,-8.8103593705585,25.3006318400465,-48.1931722115893,2.27560742254508,48.7628768713004
23,40,-29.8524395732483,13.195510041777,37.4392902879919,-8.81109585503029,25.3034822328878,-48.1991563329663,2.2761601905379,48.7681988888154
23,48,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,56,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,64,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,72,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,80,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,88,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,96,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,104,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,112,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,120,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,128,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
23,136,-29.2145594602195,12.8359031975764,36.8826512364074,-8.6845751089264,24.8544824360379,-47.2663909065211,2.18600326703159,47.9501176436197
24,0,-31.1977788770008,10.0918371256191,38.4671330991247,-7.34959831246992,25.6665469519508,-49.5582266221322,1.13129650009171,47.503539724827
24,8,-31.1994939979088,10.0926128810087,38.4686689131573,-7.34980765770336,25.6677636248574,-49.5607608339121,1.13146980914912,47.5056464060233
24,16,-31.2007102193092,10.0931629743889,38.4697580325636,-7.34995618475723,25.668626580214,-49.5625581146563,1.13159271706902,47.5071403447241
24,24,-31.2019292950195,10.0937143521204,38.4708497475814,-7.35010512427988,25.6694917205982,-49.5643598032517,1.13171592302145,47.5086378354933
24,32,-31.2036581974763,10.0944963087807,38.472398094085,-7.35031646105217,25.6707189435495,-49.5669152976033,1.13189067107869,47.5107616672505
24,40,-31.2078556145458,10.096394681517,38.4761574901342,-7.35083007714931,25.6736997248048,-49.5731210980205,1.13231500324851,47.5159182759893
24,48,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,56,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,64,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,72,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,80,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,88,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,96,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,104,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,112,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,120,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,128,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
24,136,-30.5616723722135,9.79830203934782,37.8973016066689,-7.25834496991671,25.2057196165697,-48.6055793300848,1.06117571202447,46.7227212569195
25,0,-32.4684810813573,6.94771695702055,39.3225847041053,-6.18102309836768,26.0396207160243,-50.4078543642961,-0.0638106097635602,46.1362316237457
25,8,-32.4701996755244,6.94832558854164,39.3241707468835,-6.18115682631812,26.0408979508609,-50.4104485952227,-0.0636955495219149,46.1382590974376
25,16,-32.4714183757525,6.94875716003169,39.325295484276,-6.18125173435934,26.0418038378091,-50.4122884382444,-0.0636139417896311,46.1396968704515
25,24,-32.4726399493003,6.94918972813444,39.3264229008104,-6.18134693110614,26.0427119989703,-50.4141327904033,-0.0635321287570871,46.1411380651366
25,32,-32.4743724168017,6.9498031716285,39.3280218793701,-6.18148205302707,26.044000214467,-50.4167487929425,-0.0634160772569801,46.1431820597874
25,40,-32.478578598852,6.9512923490957,39.3319041990263,-6.18181065265615,26.0471289762446,-50.4231015063854,-0.063134213071107,46.1481448524068
25,48,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,56,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,64,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,72,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,80,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,88,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,96,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,104,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,112,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,120,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,128,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
25,136,-31.8297131900015,6.71663048968209,38.7340692024468,-6.11764465742919,25.5577424656249,-49.4323694179509,-0.113109045469824,45.3841859106377
26,0,-33.5705732796207,3.98152377221579,39.912601311096,-5.5893050277115,26.4271771214591,-50.7422725806369,-1.24063621035837,44.8537896142805
26,8,-33.5722762475365,3.98197674152611,39.9142190360438,-5.58939822606316,26.4285221303496,-50.7449002558553,-1.24058250376055,44.8557383351372
26,16,-33.5734838812814,3.98229791929929,39.9153662416078,-5.58946439570266,26.4294760622598,-50.7467638131717,-1.24054439807196,44.8571202646993
26,24,-33.5746943743038,3.98261982545243,39.9165161805454,-5.58953078812501,26.4304323688457,-50.7486319339291,-1.24050618512398,44.8585054861429
26,32,-33.5764111477541,3.98307631161884,39.9181471031244,-5.58962506214884,26.4317888434648,-50.751281642957,-1.24045196064184,44.860470101291
26,40,-33.5805793272402,3.98418435259956,39.9221069887821,-5.58985450432812,26.4350832214865,-50.7577161774564,-1.24032016573728,44.865240187522
26,48,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,56,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,64,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,72,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,80,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,88,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,96,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,104,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,112,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,120,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,128,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
26,136,-32.936242098268,3.8087055226472,39.3120503669912,-5.54093622688699,25.9215880759931,-49.7540885486768,-1.26788745534504,44.130482477024
27,0,-34.6469928715817,1.26924722088586,40.3924240671303,-5.40503363663792,26.8591069141756,-50.578896147101,-2.30115224964116,43.6255713623578
27,8,-34.6487051376845,1.26953231876954,40.394087006676,-5.40507094617049,26.8602974753267,-50.5815213915527,-2.30116765895924,43.6278029598234
27,16,-34.6499193306034,1.26973444437705,40.3952662841258,-5.40509755418764,26.861141841567,-50.5833832224049,-2.30117856145582,43.6293855311218
27,24,-34.6511363696715,1.26993700923986,40.3964483780769,-5.40512435037896,26.8619882885876,-50.5852496103351,-2.30118946914568,43.6309719060943
27,32,-34.6528623779202,1.27022422799019,40.3981249166219,-5.40516256848506,26.8631888964392,-50.5878968578727,-2.30120490353755,43.6332218689588
27,40,-34.6570527401036,1.27092124134928,40.4021956140927,-5.40525640349775,26.8661045544168,-50.5943253968391,-2.30124220463039,43.6386850632804
27,48,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,56,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,64,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,72,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,80,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,88,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,96,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,104,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,112,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,120,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,128,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
27,136,-34.0123471707857,1.15938342610663,39.7741393594664,-5.37098035457931,26.4147375029336,-49.5913933811241,-2.30330554305103,42.7928563621827
28,0,-35.3965180350452,-1.28183144054017,40.7193561513599,-5.53938811370193,26.8266347581601,-50.0822144899702,-3.29822360951781,42.8791963472306
28,8,-35.3982085644725,-1.28168624204868,40.7210371502401,-5.53941594215516,26.8278163466653,-50.08482568104,-3.29829101485131,42.8813751085603
28,16,-35.3994073527683,-1.28158332994348,40.7222292359275,-5.5394358120015,26.8286543385659,-50.0866775391253,-3.2983387851913,42.8829202047623
28,24,-35.4006089587345,-1.28148021846839,40.7234241698864,-5.53945584175569,26.8294943865653,-50.0885339248285,-3.29838664440654,42.8844690099535
28,32,-35.4023130928019,-1.2813340573572,40.7251189211622,-5.53948444229981,26.8306859025966,-50.0911669767409,-3.29845447885806,42.8866656795155
28,40,-35.4064504131371,-1.28097956166006,40.7292338496637,-5.53955482392058,26.8335794062152,-50.0975610010012,-3.29861897268454,42.8919994324383
28,48,-34.7690951941978,-1.33932251401293,40.0940606667944,-5.51027025362726,26.3865503016126,-49.1000854800537,-3.28158548483092,42.0666403227114
