"Time [us]","re(SP(DSi1)) [mV]","re(SP(DSi2)) [mV]","re(SP(DSi3)) [mV]","re(SP(DSi4)) [mV]","re(SP(DSq1)) [mV]","re(SP(DSq2)) [mV]","re(SP(DSq3)) [mV]","re(SP(DSq4)) [mV]"
0,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.125,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.25,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.375,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.5,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.625,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.75,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
0.875,-27.9128282009064,-24.2733632275608,-47.4178007728275,-55.9686322676728,10.0145777785673,8.30107950389828,8.11676005921736,19.3630149025878
1,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.125,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.25,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.375,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.5,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.625,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.75,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
1.875,10.2606802934247,8.64707454625131,8.42377624734932,19.7691693666767,28.9651107949875,25.1723468379487,48.791434977188,58.1894629179791
2,29.0268863426487,25.2345285855735,48.869214275015,58.3121737892877,-10.1903942825758,-8.59181939456801,-8.32768633436867,-19.617557310893
2.125,29.0268863426487,25.2345285855735,48.869214275015,58.3121737892877,-10.1903942825758,-8.59181939456801,-8.32768633436867,-19.617557310893
2.25,29.0268863426487,25.2345285855735,48.869214275015,58.3121737892877,-10.1903942825758,-8.59181939456801,-8.32768633436867,-19.617557310893
