"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
0,2.424,0,64.180614416884,54.8214792392283,54.2714794079106,64.1765841550863,-39.1402430650519,-16.0513564504688,-12.7719692149357,-35.9039669275059
0,2.424,8,64.1811435668572,54.8218937118008,54.2721250459137,64.1773847748079,-39.1417267590424,-16.0505026673441,-12.770679295541,-35.9053034901177
0,2.424,16,64.1815202776516,54.8221888408741,54.2725838170706,64.1779539033044,-39.1427793065781,-16.0498978853227,-12.7697652788107,-35.9062516498959
0,2.424,24,64.181899105607,54.8224856775494,54.2730444458448,64.1785255288743,-39.143834686346,-16.0492922252424,-12.7688496891388,-35.9072023516288
0,2.424,32,64.1824384780056,54.8229083950487,54.2736990530874,64.1793382053609,-39.1453320553091,-16.048434202598,-12.7675521751067,-35.9085511876554
0,2.424,40,64.183758277754,54.8239431559789,54.2752948376979,64.1813209313993,-39.1489703876093,-16.0463556341909,-12.7644068731853,-35.9118285333689
0,2.424,48,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
0,2.424,56,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
0,2.424,64,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
0,2.424,72,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
0,2.424,80,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
0,2.424,88,63.8441218890935,54.5595439294623,53.9509565615066,63.7484803670362,-38.5541794782616,-16.3048207454337,-13.1821930487391,-35.3783170887539
