"Time [us]","re(SP(DSi1)) [mV]","re(SP(DSi2)) [mV]","re(SP(DSi3)) [mV]","re(SP(DSi4)) [mV]","re(SP(DSq1)) [mV]","re(SP(DSq2)) [mV]","re(SP(DSq3)) [mV]","re(SP(DSq4)) [mV]"
0,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.125,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.25,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.375,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.5,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.625,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.75,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
0.875,2.20540442731684,-12.966818329717,-44.5636161369341,-11.7969656906551,19.0912986946744,3.58694546669141,-19.5658837498522,-47.8316407741616
1,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.125,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.25,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.375,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.5,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.625,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.75,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
1.875,19.510966806935,3.74446168735468,-20.1047792697071,-49.0046160105119,-2.27400815351201,13.2201017185114,45.9358524564752,12.071628732445
2,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.125,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.25,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.375,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.5,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.625,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.75,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
2.875,-2.24378750214054,13.2423682953797,45.9491890265191,11.9901356060524,-19.5335679313561,-3.73062074850571,20.2329945401111,49.0745292683377
3,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.125,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.25,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.375,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.5,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.625,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.75,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
3.875,-19.5192986708681,-3.71721777739983,20.2524300593193,49.036895411568,2.2286321644217,-13.2369589952609,-45.8808434655296,-11.9443924470883
4,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.125,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.25,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.375,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.5,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.625,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.75,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
4.875,2.23744799447757,-13.2272249248296,-45.8622440597242,-11.9672174054008,19.5076847604657,3.71999433467269,-20.2062761693902,-49.0022431422122
